Name	SWScore	BitScore	E-value	SeqIndex
"sp|Q4L672|TYRA_STAHJ Prephenate dehydrogenase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=tyrA PE=3 SV=1"	48.0	41	0.04602	508766
"sp|Q21SZ2|URE1_ALBFT Urease subunit alpha OS=Albidiferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) OX=338969 GN=ureC PE=3 SV=1"	48.0	41	0.04602	515887
"sp|Q3J770|URE1_NITOC Urease subunit alpha OS=Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107) OX=323261 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516012
"sp|A1VKW3|URE1_POLNA Urease subunit alpha OS=Polaromonas naphthalenivorans (strain CJ2) OX=365044 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516025
"sp|Q12DU3|URE1_POLSJ Urease subunit alpha OS=Polaromonas sp. (strain JS666 / ATCC BAA-500) OX=296591 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516026
"sp|A2C4S2|URE1_PROM1 Urease subunit alpha OS=Prochlorococcus marinus (strain NATL1A) OX=167555 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516029
"sp|A2CE01|URE1_PROM3 Urease subunit alpha OS=Prochlorococcus marinus (strain MIT 9303) OX=59922 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516031
"sp|Q7V3V2|URE1_PROMM Urease subunit alpha OS=Prochlorococcus marinus (strain MIT 9313) OX=74547 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516034
"sp|Q46IY3|URE1_PROMT Urease subunit alpha OS=Prochlorococcus marinus (strain NATL2A) OX=59920 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516037
"sp|Q8XXT1|URE1_RALN1 Urease subunit alpha OS=Ralstonia nicotianae (strain ATCC BAA-1114 / GMI1000) OX=267608 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516052
"sp|Q3AVR1|URE1_SYNS9 Urease subunit alpha OS=Synechococcus sp. (strain CC9902) OX=316279 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516106
"sp|Q117Z3|URE1_TRIEI Urease subunit alpha OS=Trichodesmium erythraeum (strain IMS101) OX=203124 GN=ureC PE=3 SV=1"	48.0	41	0.04602	516112
"sp|Q04301|VBA1_YEAST Vacuolar basic amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VBA1 PE=1 SV=1"	48.0	41	0.04602	521675
"sp|P36756|VL2_HPV30 Minor capsid protein L2 OS=Human papillomavirus 30 OX=10611 GN=L2 PE=3 SV=1"	48.0	41	0.04602	524543
"sp|Q07878|VPS13_YEAST Intermembrane lipid transfer protein VPS13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS13 PE=1 SV=1"	48.0	41	0.04602	526488
"sp|Q9VUY8|WASC5_DROME WASH complex subunit homolog 5 OS=Drosophila melanogaster OX=7227 GN=Strump PE=1 SV=1"	48.0	41	0.04602	527801
"sp|A8FD78|XERC_BACP2 Tyrosine recombinase XerC OS=Bacillus pumilus (strain SAFR-032) OX=315750 GN=xerC PE=3 SV=1"	48.0	41	0.04602	529820
"sp|B7MH75|XERC_ECO45 Tyrosine recombinase XerC OS=Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035 GN=xerC PE=3 SV=1"	48.0	41	0.04602	529845
"sp|A1AHX9|XERC_ECOK1 Tyrosine recombinase XerC OS=Escherichia coli O1:K1 / APEC OX=405955 GN=xerC PE=3 SV=1"	48.0	41	0.04602	529855
"sp|Q0TAR4|XERC_ECOL5 Tyrosine recombinase XerC OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=xerC PE=3 SV=1"	48.0	41	0.04602	529856
"sp|Q1R4C3|XERC_ECOUT Tyrosine recombinase XerC OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=xerC PE=3 SV=1"	48.0	41	0.04602	529863
"sp|Q96QU8|XPO6_HUMAN Exportin-6 OS=Homo sapiens OX=9606 GN=XPO6 PE=1 SV=1"	48.0	41	0.04602	530667
"sp|Q924Z6|XPO6_MOUSE Exportin-6 OS=Mus musculus OX=10090 GN=Xpo6 PE=1 SV=2"	48.0	41	0.04602	530668
"sp|P75599|Y093_MYCPN Putative MgpC-like protein MPN_093 OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_093 PE=5 SV=1"	48.0	41	0.04602	533030
"sp|A2RF77|Y1181_STRPG UPF0342 protein SpyM51181 OS=Streptococcus pyogenes serotype M5 (strain Manfredo) OX=160491 GN=SpyM51181 PE=3 SV=1"	48.0	41	0.04602	534513
"sp|P41706|Y149_NPVAC Uncharacterized 12.4 kDa protein in IE1-IEN intergenic region OS=Autographa californica nuclear polyhedrosis virus OX=46015 PE=4 SV=1"	48.0	41	0.04602	537035
"sp|P75372|Y414_MYCPN Putative MgpC-like protein MPN_414 OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_414 PE=5 SV=1"	48.0	41	0.04602	546704
"sp|P75319|Y464_MYCPN Putative MgpC-like protein MPN_464 OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=MPN_464 PE=5 SV=1"	48.0	41	0.04602	547568
"sp|P0DH12|Y545_STRP3 UPF0342 protein SpyM3_0545 OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=SpyM3_0545 PE=3 SV=1"	48.0	41	0.04602	549027
"sp|P0DH13|Y545_STRPQ UPF0342 protein SPs1309 OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=SPs1309 PE=3 SV=1"	48.0	41	0.04602	549029
"sp|Q48U87|Y605_STRPM UPF0342 protein M28_Spy0605 OS=Streptococcus pyogenes serotype M28 (strain MGAS6180) OX=319701 GN=M28_Spy0605 PE=3 SV=1"	48.0	41	0.04602	549730
"sp|B5XKU5|Y636_STRPZ UPF0342 protein Spy49_0636 OS=Streptococcus pyogenes serotype M49 (strain NZ131) OX=471876 GN=Spy49_0636 PE=3 SV=1"	48.0	41	0.04602	549996
"sp|Q5XCT5|Y643_STRP6 UPF0342 protein M6_Spy0643 OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=M6_Spy0643 PE=1 SV=1"	48.0	41	0.04602	550054
"sp|Q1JME3|Y681_STRPC UPF0342 protein MGAS9429_Spy0681 OS=Streptococcus pyogenes serotype M12 (strain MGAS9429) OX=370551 GN=MGAS9429_Spy0681 PE=3 SV=1"	48.0	41	0.04602	550448
"sp|Q1JHJ0|Y681_STRPD UPF0342 protein MGAS10270_Spy0681 OS=Streptococcus pyogenes serotype M2 (strain MGAS10270) OX=370552 GN=MGAS10270_Spy0681 PE=3 SV=1"	48.0	41	0.04602	550449
"sp|Q1JCG5|Y691_STRPB UPF0342 protein MGAS2096_Spy0691 OS=Streptococcus pyogenes serotype M12 (strain MGAS2096) OX=370553 GN=MGAS2096_Spy0691 PE=3 SV=1"	48.0	41	0.04602	550526
"sp|Q1J7B1|Y713_STRPF UPF0342 protein MGAS10750_Spy0713 OS=Streptococcus pyogenes serotype M4 (strain MGAS10750) OX=370554 GN=MGAS10750_Spy0713 PE=3 SV=1"	48.0	41	0.04602	550739
"sp|Q9A0E3|Y811_STRP1 UPF0342 protein SPy_0811/M5005_Spy0626 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0811 PE=3 SV=1"	48.0	41	0.04602	551542
"sp|Q8P1H4|Y873_STRP8 UPF0342 protein spyM18_0873 OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=spyM18_0873 PE=3 SV=1"	48.0	41	0.04602	552021
"sp|Q9X447|YACK_RHIML Uncharacterized protein in ackA 5'region OS=Rhizobium meliloti OX=382 PE=4 SV=1"	48.0	41	0.04602	553588
"sp|Q9Y7J5|YOI9_SCHPO TBC domain-containing protein C1778.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1778.09 PE=4 SV=1"	48.0	41	0.04602	565844
"sp|P0AA94|YPDA_ECO57 Sensor histidine kinase YpdA OS=Escherichia coli O157:H7 OX=83334 GN=ypdA PE=3 SV=1"	48.0	41	0.04602	566441
"sp|P0AA93|YPDA_ECOLI Sensor histidine kinase YpdA OS=Escherichia coli (strain K12) OX=83333 GN=ypdA PE=1 SV=1"	48.0	41	0.04602	566442
"sp|A4FUE7|ZC21A_BOVIN Zinc finger C2HC domain-containing protein 1A OS=Bos taurus OX=9913 GN=ZC2HC1A PE=2 SV=1"	48.0	41	0.04602	570513
"sp|Q96GY0|ZC21A_HUMAN Zinc finger C2HC domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=2"	48.0	41	0.04602	570517
"sp|Q8BJH1|ZC21A_MOUSE Zinc finger C2HC domain-containing protein 1A OS=Mus musculus OX=10090 GN=Zc2hc1a PE=1 SV=1"	48.0	41	0.04602	570518
"sp|Q5REC0|ZC21A_PONAB Zinc finger C2HC domain-containing protein 1A OS=Pongo abelii OX=9601 GN=ZC2HC1A PE=2 SV=1"	48.0	41	0.04602	570519
"sp|E1BLZ4|ZFY26_BOVIN Zinc finger FYVE domain-containing protein 26 OS=Bos taurus OX=9913 GN=ZFYVE26 PE=3 SV=1"	48.0	41	0.04602	571022
"sp|Q8MYP1|ZHP4_CAEEL Zip homologous protein 4 OS=Caenorhabditis elegans OX=6239 GN=zhp-4 PE=1 SV=1"	48.0	41	0.04602	571141
"sp|Q7VMX6|ZIPA_HAEDU Cell division protein ZipA OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=zipA PE=3 SV=1"	48.0	41	0.04602	571270
"sp|P18743|ZO2_XENLA Oocyte zinc finger protein XlCOF2 (Fragment) OS=Xenopus laevis OX=8355 PE=3 SV=1"	48.0	41	0.04602	572551
"sp|Q84P24|4CLL6_ARATH 4-coumarate--CoA ligase-like 6 OS=Arabidopsis thaliana OX=3702 GN=4CLL6 PE=1 SV=2"	47.0	40	0.05354	1987
"sp|P0C9T5|5054R_ASFWA Protein MGF 505-4R OS=African swine fever virus (isolate Warthog/Namibia/Wart80/1980) OX=561444 GN=War-038 PE=3 SV=1"	47.0	40	0.05354	2113
"sp|Q6P4W0|ABRX2_XENTR BRISC complex subunit Abraxas 2 OS=Xenopus tropicalis OX=8364 GN=abraxas2 PE=2 SV=2"	47.0	40	0.05354	4685
"sp|Q9VZI2|ACK_DROME Activated Cdc42 kinase Ack OS=Drosophila melanogaster OX=7227 GN=Ack PE=1 SV=2"	47.0	40	0.05354	7156
"sp|Q0AXU8|ADDA_SYNWW ATP-dependent helicase/nuclease subunit A OS=Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen) OX=335541 GN=addA PE=3 SV=1"	47.0	40	0.05354	10500
"sp|P23477|ADDB_BACSU ATP-dependent helicase/deoxyribonuclease subunit B OS=Bacillus subtilis (strain 168) OX=224308 GN=addB PE=1 SV=2"	47.0	40	0.05354	10522
"sp|A7Z367|ADDB_BACVZ ATP-dependent helicase/deoxyribonuclease subunit B OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) OX=326423 GN=addB PE=3 SV=1"	47.0	40	0.05354	10523
"sp|O30011|AROD_ARCFU 3-dehydroquinate dehydratase OS=Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16) OX=224325 GN=aroD PE=1 SV=1"	47.0	40	0.05354	27620
"sp|P40527|ATC7_YEAST Phospholipid-transporting ATPase NEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NEO1 PE=1 SV=1"	47.0	40	0.05354	32410
"sp|Q6FQY7|ATG7_CANGA Ubiquitin-like modifier-activating enzyme ATG7 OS=Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) OX=284593 GN=ATG7 PE=3 SV=1"	47.0	40	0.05354	33142
"sp|Q5ANC9|ATG9_CANAL Autophagy-related protein 9 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=ATG9 PE=3 SV=1"	47.0	40	0.05354	33246
"sp|Q9LND0|BH089_ARATH Transcription factor bHLH89 OS=Arabidopsis thaliana OX=3702 GN=BHLH89 PE=1 SV=1"	47.0	40	0.05354	44949
"sp|O88737|BSN_MOUSE Protein bassoon OS=Mus musculus OX=10090 GN=Bsn PE=1 SV=4"	47.0	40	0.05354	49040
"sp|Q9WTP5|CAD22_MOUSE Cadherin-22 OS=Mus musculus OX=10090 GN=Cdh22 PE=1 SV=2"	47.0	40	0.05354	51579
"sp|G5EFJ4|CAPG1_CAEEL Condensin complex subunit capg-1 OS=Caenorhabditis elegans OX=6239 GN=capg-1 PE=1 SV=1"	47.0	40	0.05354	53052
"sp|A8G779|CAPP_PROM2 Phosphoenolpyruvate carboxylase OS=Prochlorococcus marinus (strain MIT 9215) OX=93060 GN=ppc PE=3 SV=1"	47.0	40	0.05354	53223
"sp|Q318G7|CAPP_PROM9 Phosphoenolpyruvate carboxylase OS=Prochlorococcus marinus (strain MIT 9312) OX=74546 GN=ppc PE=3 SV=1"	47.0	40	0.05354	53225
"sp|Q17VI1|CARA_HELAH Carbamoyl phosphate synthase small chain OS=Helicobacter acinonychis (strain Sheeba) OX=382638 GN=carA PE=3 SV=1"	47.0	40	0.05354	54094
"sp|A3MRJ1|CCA_BURM7 Multifunctional CCA protein OS=Burkholderia mallei (strain NCTC 10247) OX=320389 GN=cca PE=3 SV=1"	47.0	40	0.05354	57285
"sp|A2S800|CCA_BURM9 Multifunctional CCA protein OS=Burkholderia mallei (strain NCTC 10229) OX=412022 GN=cca PE=3 SV=1"	47.0	40	0.05354	57286
"sp|Q62EU1|CCA_BURMA Multifunctional CCA protein OS=Burkholderia mallei (strain ATCC 23344) OX=243160 GN=cca PE=3 SV=1"	47.0	40	0.05354	57287
"sp|A1V7S8|CCA_BURMS Multifunctional CCA protein OS=Burkholderia mallei (strain SAVP1) OX=320388 GN=cca PE=3 SV=1"	47.0	40	0.05354	57288
"sp|A3NQD4|CCA_BURP0 Multifunctional CCA protein OS=Burkholderia pseudomallei (strain 1106a) OX=357348 GN=cca PE=3 SV=1"	47.0	40	0.05354	57291
"sp|A3N4P2|CCA_BURP6 Multifunctional CCA protein OS=Burkholderia pseudomallei (strain 668) OX=320373 GN=cca PE=3 SV=1"	47.0	40	0.05354	57292
"sp|Q63YC3|CCA_BURPS Multifunctional CCA protein OS=Burkholderia pseudomallei (strain K96243) OX=272560 GN=cca PE=3 SV=1"	47.0	40	0.05354	57293
"sp|Q65Q41|CCA_MANSM Multifunctional CCA protein OS=Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E) OX=221988 GN=cca PE=3 SV=1"	47.0	40	0.05354	57389
"sp|Q9H2F9|CCD68_HUMAN Coiled-coil domain-containing protein 68 OS=Homo sapiens OX=9606 GN=CCDC68 PE=1 SV=1"	47.0	40	0.05354	57769
"sp|Q54IQ5|CCZ1_DICDI Vacuolar fusion protein CCZ1 homolog OS=Dictyostelium discoideum OX=44689 GN=DDB_G0288589 PE=3 SV=1"	47.0	40	0.05354	59351
"sp|Q9IBD0|CELF1_DANRE CUGBP Elav-like family member 1 OS=Danio rerio OX=7955 GN=celf1 PE=1 SV=1"	47.0	40	0.05354	61415
"sp|Q4QQT3|CELF1_RAT CUGBP Elav-like family member 1 OS=Rattus norvegicus OX=10116 GN=Celf1 PE=2 SV=1"	47.0	40	0.05354	61419
"sp|P53675|CLH2_HUMAN Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2"	47.0	40	0.05354	68841
"sp|Q0CNX5|CLU_ASPTN Clustered mitochondria protein homolog OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=clu1 PE=3 SV=1"	47.0	40	0.05354	71220
"sp|Q60936|COQ8A_MOUSE Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2"	47.0	40	0.05354	77138
"sp|Q6CGD3|CPD1_YARLI 2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=CPD1 PE=3 SV=2"	47.0	40	0.05354	79657
"sp|Q59SN6|CRZ2_CANAL Transcriptional regulator CRZ2 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CRZ2 PE=2 SV=2"	47.0	40	0.05354	81803
"sp|Q03560|CTR9_CAEEL RNA polymerase-associated protein CTR9 OS=Caenorhabditis elegans OX=6239 GN=ctr-9 PE=3 SV=3"	47.0	40	0.05354	84319
"sp|Q6IC83|CV042_HUMAN Uncharacterized protein C22orf42 OS=Homo sapiens OX=9606 GN=C22orf42 PE=2 SV=1"	47.0	40	0.05354	85313
"sp|O32975|CYD_MYCLE Probable cysteine desulfurase 1 OS=Mycobacterium leprae (strain TN) OX=272631 GN=cyd PE=3 SV=1"	47.0	40	0.05354	88894
"sp|O34688|DABA_BACSU Probable inorganic carbon transporter subunit DabA OS=Bacillus subtilis (strain 168) OX=224308 GN=dabA PE=3 SV=2"	47.0	40	0.05354	91552
"sp|O29352|DAPA_ARCFU 4-hydroxy-tetrahydrodipicolinate synthase OS=Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16) OX=224325 GN=dapA PE=3 SV=1"	47.0	40	0.05354	92225
"sp|Q9FJ82|DAPB3_ARATH Dihydrodipicolinate reductase-like protein CRR1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DAPB3 PE=2 SV=1"	47.0	40	0.05354	92671
"sp|A6TT16|DAPB_ALKMQ 4-hydroxy-tetrahydrodipicolinate reductase OS=Alkaliphilus metalliredigens (strain QYMF) OX=293826 GN=dapB PE=3 SV=1"	47.0	40	0.05354	92700
"sp|C3PMI6|DAPB_RICAE 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia africae (strain ESF-5) OX=347255 GN=dapB PE=3 SV=1"	47.0	40	0.05354	93100
"sp|A8GMB6|DAPB_RICAH 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia akari (strain Hartford) OX=293614 GN=dapB PE=3 SV=1"	47.0	40	0.05354	93101
"sp|A8EXL6|DAPB_RICCK 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia canadensis (strain McKiel) OX=293613 GN=dapB PE=3 SV=1"	47.0	40	0.05354	93104
"sp|Q92J79|DAPB_RICCN 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia conorii (strain ATCC VR-613 / Malish 7) OX=272944 GN=dapB PE=3 SV=2"	47.0	40	0.05354	93105
"sp|Q4UKE7|DAPB_RICFE 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=dapB PE=3 SV=1"	47.0	40	0.05354	93106
"sp|C4K0R8|DAPB_RICPU 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia peacockii (strain Rustic) OX=562019 GN=dapB PE=3 SV=1"	47.0	40	0.05354	93108
"sp|A8GQX3|DAPB_RICRS 4-hydroxy-tetrahydrodipicolinate reductase OS=Rickettsia rickettsii (strain Sheila Smith) OX=392021 GN=dapB PE=3 SV=1"	47.0	40	0.05354	93109
"sp|Q4P0Y5|DBP7_MYCMD ATP-dependent RNA helicase DBP7 OS=Mycosarcoma maydis OX=5270 GN=DBP7 PE=3 SV=1"	47.0	40	0.05354	95309
"sp|O43143|DHX15_HUMAN ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2"	47.0	40	0.05354	102731
"sp|Q5RAZ4|DHX15_PONAB ATP-dependent RNA helicase DHX15 OS=Pongo abelii OX=9601 GN=DHX15 PE=2 SV=2"	47.0	40	0.05354	102733
"sp|Q9HJ83|DNAJ_THEAC Chaperone protein DnaJ OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=dnaJ PE=3 SV=1"	47.0	40	0.05354	105865
"sp|P30261|DPOD3_SCHPO DNA polymerase delta subunit 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdc27 PE=1 SV=1"	47.0	40	0.05354	109472
"sp|Q91WZ8|DTBP1_MOUSE Dysbindin OS=Mus musculus OX=10090 GN=Dtnbp1 PE=1 SV=1"	47.0	40	0.05354	111320
"sp|Q5M834|DTBP1_RAT Dysbindin OS=Rattus norvegicus OX=10116 GN=Dtnbp1 PE=1 SV=1"	47.0	40	0.05354	111321
"sp|A2BKX3|DTDA_HYPBU D-aminoacyl-tRNA deacylase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=dtdA PE=3 SV=1"	47.0	40	0.05354	111352
"sp|O75923|DYSF_HUMAN Dysferlin OS=Homo sapiens OX=9606 GN=DYSF PE=1 SV=1"	47.0	40	0.05354	114282
"sp|Q6AXQ2|EFC11_RAT EF-hand calcium-binding domain-containing protein 11 OS=Rattus norvegicus OX=10116 GN=Efcab11 PE=2 SV=1"	47.0	40	0.05354	116597
"sp|B0XEA7|EIF3K_CULQU Eukaryotic translation initiation factor 3 subunit K OS=Culex quinquefasciatus OX=7176 GN=CPIJ017839 PE=3 SV=2"	47.0	40	0.05354	121201
"sp|B4G9X6|EIF3K_DROPE Eukaryotic translation initiation factor 3 subunit K OS=Drosophila persimilis OX=7234 GN=GL10802 PE=3 SV=1"	47.0	40	0.05354	121209
"sp|Q292B6|EIF3K_DROPS Eukaryotic translation initiation factor 3 subunit K OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=GA24496 PE=3 SV=1"	47.0	40	0.05354	121210
"sp|Q9LSB9|EREX_ARATH PX domain-containing protein EREX OS=Arabidopsis thaliana OX=3702 GN=EREX PE=1 SV=1"	47.0	40	0.05354	125747
"sp|P43008|EXBB_HAEIN Biopolymer transport protein ExbB OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=exbB PE=3 SV=1"	47.0	40	0.05354	128638
"sp|P26995|EXSC_PSEAE Transcriptional anti-antiactivator ExsC OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=exsC PE=1 SV=1"	47.0	40	0.05354	129109
"sp|Q4WHT8|FAHA_ASPFU Fumarylacetoacetase fahA OS=Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) OX=330879 GN=fahA PE=2 SV=1"	47.0	40	0.05354	132777
"sp|P13769|FLP_ZYGBA Recombinase Flp protein OS=Zygosaccharomyces bailii OX=4954 PE=3 SV=1"	47.0	40	0.05354	139691
"sp|P42512|FPTA_PSEAE Fe(3+)-pyochelin receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=fptA PE=1 SV=1"	47.0	40	0.05354	143267
"sp|P56998|FTNA_NEIMA Bacterial ferritin OS=Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491) OX=122587 GN=bfrA PE=3 SV=1"	47.0	40	0.05354	144537
"sp|P13375|G6PI1_GEOSE Glucose-6-phosphate isomerase 1 OS=Geobacillus stearothermophilus OX=1422 GN=pgi1 PE=3 SV=1"	47.0	40	0.05354	147172
"sp|Q96CN9|GCC1_HUMAN GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1"	47.0	40	0.05354	151431
"sp|Q9D4H2|GCC1_MOUSE GRIP and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Gcc1 PE=1 SV=2"	47.0	40	0.05354	151432
"sp|Q95ZK7|GLD3_CAEEL Defective in germ line development protein 3 OS=Caenorhabditis elegans OX=6239 GN=gld-3 PE=1 SV=2"	47.0	40	0.05354	156185
"sp|Q9F7A2|GMM_SALTY GDP-mannose mannosyl hydrolase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=gmm PE=3 SV=1"	47.0	40	0.05354	162971
"sp|Q9HCL2|GPAT1_HUMAN Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GPAM PE=1 SV=3"	47.0	40	0.05354	164104
"sp|Q800H9|H6ST2_DANRE Heparan-sulfate 6-O-sulfotransferase 2 OS=Danio rerio OX=7955 GN=hs6st2 PE=2 SV=2"	47.0	40	0.05354	173008
"sp|A5DID7|HAS1_PICGU ATP-dependent RNA helicase HAS1 OS=Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) OX=294746 GN=HAS1 PE=3 SV=2"	47.0	40	0.05354	173476
"sp|P86882|HBA_LYCRE Hemoglobin subunit alpha OS=Lycodes reticulatus OX=215418 GN=hba PE=1 SV=1"	47.0	40	0.05354	173873
"sp|A0A2Z5TM64|HIMA_ASPJA Polyketide synthase-nonribosomal peptide synthetase hybrid himA OS=Aspergillus japonicus OX=34381 GN=himA PE=3 SV=1"	47.0	40	0.05354	179225
"sp|Q7NAT4|HMW1_MYCGA Cytadherence high molecular weight protein 1 OS=Mycoplasmoides gallisepticum (strain R(low / passage 15 / clone 2)) OX=710127 GN=hlp1 PE=3 SV=2"	47.0	40	0.05354	184989
"sp|Q7PWT9|HOOK_ANOGA Protein hook OS=Anopheles gambiae OX=7165 GN=hook PE=3 SV=4"	47.0	40	0.05354	185579
"sp|Q96LI6|HSFY1_HUMAN Heat shock transcription factor, Y-linked OS=Homo sapiens OX=9606 GN=HSFY1 PE=1 SV=1"	47.0	40	0.05354	187887
"sp|Q9QJ16|IE2_HHV6Z Immediate-early protein 2 OS=Human herpesvirus 6B (strain Z29) OX=36351 GN=U90/U86 PE=3 SV=1"	47.0	40	0.05354	194327
"sp|A2ARA8|ITA8_MOUSE Integrin alpha-8 OS=Mus musculus OX=10090 GN=Itga8 PE=1 SV=1"	47.0	40	0.05354	206096
"sp|Q9JVG5|IXTPA_NEIMA dITP/XTP pyrophosphatase OS=Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491) OX=122587 GN=NMA0849 PE=3 SV=1"	47.0	40	0.05354	206682
"sp|Q68FD9|K1549_MOUSE UPF0606 protein KIAA1549 OS=Mus musculus OX=10090 GN=Kiaa1549 PE=1 SV=3"	47.0	40	0.05354	207453
"sp|Q6NRT0|KC1G1_XENLA Casein kinase I isoform gamma-1 OS=Xenopus laevis OX=8355 GN=csnk1g1 PE=1 SV=1"	47.0	40	0.05354	209909
"sp|P53086|KIP3_YEAST Kinesin-like protein KIP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KIP3 PE=1 SV=1"	47.0	40	0.05354	214343
"sp|Q8I7C3|LASP1_DROME LIM and SH3 domain protein Lasp OS=Drosophila melanogaster OX=7227 GN=Lasp PE=1 SV=2"	47.0	40	0.05354	218893
"sp|Q56216|LEU1_THETH 2-isopropylmalate synthase (Fragment) OS=Thermus thermophilus OX=274 GN=leuA PE=2 SV=1"	47.0	40	0.05354	221697
